"Country","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
Nigeria,39.74,33.42,30.38,16.22,53.77,98.61,93.34,114.29,74.85,109.02,118.14,143.57,136.29,89.77,107.07,109.36,82.95,78.9,74.22,66.06,134.45,129.98,624.1,552.42,472.13,77.69,598.88,1267.54,902.64,1607.33,1307.7,720.47,916.09,716.62,390.64,-67.1,-233.82,-223.07,-191.65,-274.75,-390.6,-320.62,3233.31,417.58,733.18,6308.64,4590.54,1444.97,837.85,1703.38,1906.21,2293.12,0
Niue,0,0,0,0,0,0,0,0,0,0,0,0,1.34,1.65,2.9,2.27,2.78,3.4,4.2,4.97,3.69,4.18,4.39,5.56,3.15,3.53,4.16,6.73,5.25,5.59,7.16,9.41,4.71,4.61,6.95,8.24,6.72,5.32,4.08,4.13,3.2,3.43,4.69,9.15,14.27,21.09,8.96,14.77,18.04,8.97,15.19,20.85,0
Northern Marianas,5,6.01,8.02,17.01,11.08,18.21,18.08,20.22,29.91,46.11,48.19,53.26,57.21,65.61,75.28,81.33,89.57,91.61,101.21,111.67,111.03,135.91,161.5,133.56,185.09,158.86,381.84,185.28,152.21,158.75,63.11,29.14,7.39,87.61,31.22,18.76,-3.13,0.49,-2.3,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,0.25,0.33,0.44,0.36,4.06,1.84,0.62,0.94,0.07,0.04,0.07,2.04,9.86,22.54,178.92,167.82,185.37,385.2,78.77,304.51,339.99,253.04,97.96,51.15,119.28,72.88,87.1,29.75,-16.46,41.29,64.69,53.58,95.64,165.49,105.42,68.48,80.35,91.82,533.05,3.08,84.62,0.8,36.31,122.17,262.39,263.76,392.27,427.21,387.03,425.56,-74.36,0,0
Pakistan,262.29,266.24,392.59,505.08,518.02,523.16,390.22,543.16,418.17,382.39,471.42,469.92,263.63,247.49,528.12,778.83,1111.95,672.67,648.09,813.8,1305.4,953.16,961.55,778.35,773.57,911.29,958,980.11,1694.63,1974.78,1631.41,2030.84,1519.13,1644.46,2021.48,1242.38,1546.56,1396.09,1101.15,1185.38,765.97,1911.9,2130.95,755.6,30.15,1684.92,2512.86,2657,2385.12,3091.27,3148.57,3745.37,0
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,201.89,156.32,63.02,38.38,89.12,28.84,37.67,32.93,29.91,24.06,17.64,21.64,35.21,22.34,43.06,35.35,26.31,34.01,0
Panama,12.69,9.81,13.16,21.53,12.83,33.06,23.47,19.73,10.48,14,20.72,29.95,42.02,58.86,53.91,59.92,100.09,92.85,46.18,34.03,52.64,22.89,81.89,169.46,145.07,112.93,114.95,18.19,28.11,66.13,23.5,46.49,33.66,4.16,-48.99,63.92,185.04,172.04,214.91,4201.79,104.03,91.77,68.7,89.44,-26.5,-36.29,-39.21,-144.43,252.82,405.42,698.56,548.32,0
Papua New Guinea,0.01,0.01,0,0.01,0,82.56,85.59,98.26,110.22,118.99,165.34,163.46,206.49,207.9,274.61,317.82,233.83,240.77,299.96,309.39,347.17,368.2,449.71,466.3,390.93,256.01,219.85,338.9,413.47,389.05,474.87,519.28,496.26,278.4,289.73,365.27,345.98,368.01,378.59,181.82,357.01,270.56,205.56,238.6,237.68,263.88,235.31,227.09,344.63,795.41,1256.52,2211.27,0
Paraguay,8.92,8.57,3.39,9.72,9.95,9.35,12.26,21.29,20.7,25.67,20,26.2,29.77,26.11,38.04,45.56,44.97,52.65,57.4,70.83,58.48,111.34,135.95,106.44,110,72.67,91.28,89.7,48.7,90.75,29.44,101.62,31.84,94.08,93.62,153.48,125.91,185.09,145,173.55,202.02,110.79,84.73,100.02,5.74,45.32,87.15,73.8,215.36,236.47,257.49,180.83,0
Peru,-10.78,-14.72,15.91,22.18,41.43,70.62,63.62,65.4,49.42,56.34,69.86,69.96,95.15,83.42,49.56,138.58,147.97,254.21,240.9,422.15,333.77,307.04,329.3,426.29,659.44,482.75,378.89,432.55,320.01,305.91,398.31,622.51,1835.46,1289.41,954.81,817.82,506.77,2267.95,931.13,1193.21,1111.93,844.37,512.78,485.48,551.99,229.65,-11.31,-311.32,995.46,1245.68,-327.93,520.22,0
Philippines,52.73,19.1,34.91,31.36,82.98,109.2,67.55,113.53,107.62,151.02,145.78,136.8,195.06,273.01,228.55,289.87,378.39,361.98,420.31,604.88,528.53,859.19,619,1276.71,767.59,834.85,1095.07,1034.29,1253.47,1367.23,2176.91,1597.22,2510.95,2298.14,1172.87,675.57,955.29,1235.66,1457.28,1425.08,353.34,476.07,198.98,182.67,-511.78,-191.51,-165.29,2312.41,31.07,1105.95,-26.76,636.44,0
Qatar,0,0,0,-0.02,0,0,0.01,0.01,0.52,0.04,0.82,4.81,-0.21,0.03,0.51,0.77,1.26,0.84,0.14,0.17,0.54,0.85,0.86,1.05,1.35,1.86,2.35,6.52,1.83,2.04,2.93,2.84,50.15,290.24,141.14,619.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,8.28,7.38,11.01,6.52,7.14,8.17,11.91,13.43,16.08,17.8,21.69,25.08,30.04,38.82,46.7,90.37,79.6,100.53,125.04,147.21,154.29,153.4,151.47,149.32,162.48,176.27,205.2,238.78,253.63,225.32,286.92,361.17,349.11,353.95,711.88,694.98,465.54,229.62,351.3,384.93,323.51,307.03,363.9,339.51,491.01,571.96,600.75,729.73,941.97,944.07,1062.39,1285.84,0
Samoa,0,0.03,0.09,0.17,0.21,0.23,0.42,0.78,1.09,0.51,1.49,1.95,3.07,3.42,5.5,12.98,11.11,20.68,21.88,33.79,24.66,24.75,22.37,26.32,19.83,19.69,22.38,34,29.42,30.4,47.41,56.36,48.71,51.93,48.08,43.2,32.35,27.74,34.78,23.55,27.53,42.88,38.51,35.81,32.61,43.95,47.53,45.38,43.02,77.8,147.8,102.36,0
Sao Tome & Principe,0.11,1.01,0,0,0,0,1.06,0.38,0.21,0,0,0,0,0,0,0.84,11.65,3.04,3.98,2.95,3.82,6,9.84,11.58,11.17,12.21,12.35,18.26,24.43,45.24,54.12,50.61,56.39,46.49,70.78,58.32,47.4,33.42,28.06,27.52,34.89,38.77,25.92,44.53,33.63,32.44,22.93,44.94,46.84,30.51,49.3,74.73,0
Saudi Arabia,7.51,-0.19,-10.36,-10.53,-0.43,0.15,-21.45,-11.71,1.16,15.44,0.47,6.17,15,48.85,-0.33,2.99,-0.22,2.69,2.15,8.73,18.66,30.38,149.76,117.44,-61.83,-59.38,28.36,21.42,19.08,15.81,14.1,13.49,49.32,17.54,43.21,6.43,61.93,107.99,166.6,21.84,48.07,69.91,-82.74,-117.79,-87.96,-34.68,4739.68,1359.45,0,0,0,0,0
Senegal,0.13,0.24,12.35,11.18,57.46,47.52,44.61,49.66,49.15,56.83,43.05,65.29,48.36,91.74,137.9,146.6,155.97,131.84,249.25,318.87,354.32,415.26,469.62,411.36,443.5,330.4,636.37,692.31,548.78,702.51,823.77,600.96,712.1,543.42,659.47,625.86,550.64,411.97,485.98,554.74,425.2,417.55,464.42,471.78,1062.35,653.03,863.04,849.87,1197.54,1103.06,923.69,1011.1,0
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.16,22.95,71.8,57.94,94.57,106.49,707.4,1132.46,1311.02,2592.54,1578.04,1457.09,1370,1448.27,1194.89,1320.26,864.52,1119.18,1235.14,0
Seychelles,1.1,1,0.49,0.64,0.94,1.55,0.93,2.24,2.46,1.29,4.02,7.74,8.72,8.3,8.78,7.48,7.4,10.89,16.48,25.37,27.47,18.76,23.71,20.44,15.1,24.83,31.5,28.34,22.41,21.61,37.44,26.98,25.33,24.97,17.49,16.25,21.73,18.65,13.67,13.74,19.32,9.69,55.3,9.62,7.69,15.48,-11.52,8.59,12.09,21.68,88.17,22.42,0
Sierra Leone,6.72,14.97,7.42,9.79,11.66,18.82,12.68,7.87,10.72,9.34,10.37,11.15,10.49,14.02,13.78,25,15.42,37.8,49.59,54.4,100.53,63.01,83.55,66.77,57.28,67.43,93.43,95.12,98.03,98.89,55.06,100.93,144.49,211.3,272.32,207.33,177.53,114.86,79.62,72.12,178.8,330.4,398.35,332.16,375.65,338.7,380.28,472.65,386.21,447.26,466.09,431.12,0
Singapore,-0.23,0.01,1.02,0.82,0.45,4.48,11.84,8.78,6.24,24.06,62.14,48.5,48.42,83.84,68.09,48.92,35.22,7.91,102.52,94.44,43.18,11.11,23.03,-30.7,86.07,-56.56,-188.72,-37.73,-23.91,64.02,152.05,122.33,-56.32,145.86,-118.34,-48.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,68.88,168,47.58,59.53,67.93,43.87,99.91,140.6,294.22,0,0,0,0,0,0,0,0,0,0
Solomon Islands,1.84,2.01,2.31,2.95,2.91,4.23,5.31,6,6.69,7.45,8.22,7.01,12.56,11.63,12.02,22.3,19.86,16.72,26.56,26.3,44.53,31.11,28.41,29.27,24.43,20.67,30.57,67.64,60.44,48.12,46.15,40.86,46.78,60.34,45.06,46.97,42.42,41.75,56.05,39.42,69.48,58.92,25.22,60.14,122.19,186.79,205.86,250.28,222.59,214.61,399.65,341.67,0
Somalia,21.47,23.21,23.59,30.45,21.75,28.67,50.23,14.41,33.2,34.67,29.92,31.07,34.88,48.25,107.24,181.57,104.37,237.53,263.49,272.76,492.86,388.06,474.05,367.24,348.44,356.85,594.48,568.28,462.38,426.85,513.57,186.86,653,891.32,535.22,188.14,88.32,81.22,81.32,115.7,102.23,149.3,152.72,176.18,201.28,240.22,396.17,393.74,769.8,661.64,497.5,1095.77,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.45,293.08,712.74,579.25,666.9,644.27,772.44,591.18,509.43,441.54,1068.77,931.09,732.25,703.12,951.37,990.13,2626.77,1903.12,2294.19,0
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086.91,0
Sri Lanka,13.79,14.43,18.08,14.79,10.88,15.65,31.93,46.3,56.86,53.72,56.71,55.64,65.43,72.26,96.26,144.2,159.92,197.91,320.78,316.39,386.55,369.53,426.73,498.61,492.07,486.44,547.84,507.18,622.78,621.45,718.32,872.92,626.95,671.99,580.85,546.16,506.53,333.43,408.69,266.94,252.42,346.01,390.89,720.46,569.25,1223.11,852.87,682.25,967.18,730.42,762.59,802.62,0
St. Helena,0.45,0.05,0.79,0.45,0.69,0.66,2.36,1.08,0.89,0.96,1.04,1.22,1.75,1.77,2.64,2.79,2.82,4.15,7.15,8.35,8.83,8.29,10.23,9.92,10,12.15,13.53,20.09,27.14,47.21,24.74,15.38,15.8,14.77,14.12,12.59,15.88,15.07,15.75,13.78,18.67,15.17,13.92,17.98,26.25,22.55,28.13,44.09,65.95,34.77,53.67,83.94,0
St. Kitts-Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,3.64,1.61,2.61,2.28,2.14,1.77,6.21,4.24,3.37,3.21,3.61,4.45,5.37,7.53,15.16,14.52,8.2,7.84,8.54,11.25,6.58,5.59,12.03,14.62,12.3,8.91,5.95,15.76,49.68,5.55,2.43,1.68,5.87,8.67,32.72,6.13,11.15,29.55,0
St. Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,7.74,10.39,7.77,6.81,3.76,2.13,9.56,13.5,8.94,8.04,3.76,7.05,12.02,13.85,21.25,27.08,15.8,27.81,33.53,32.65,31.35,52.83,36.89,13.61,11.61,31.04,13.5,17.19,42.37,38.61,3.11,11.53,26.92,29.31,30.1,47.15,25.55,27.68,0
St.Vincent & Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,3.76,6.05,4.37,3.99,4.58,5.7,10.7,9.14,7.78,6.81,4.1,6.31,12.43,13.34,16.92,14.2,15.37,19.65,19.18,14.49,12.32,48.24,26.35,17.44,23.95,16.99,9.69,9.87,7.86,6.77,12.86,10.46,18.08,53.72,33.15,43.25,57.69,16.32,0
Sts Ex-Yugo. Unspec.,67.19,170.68,170.87,176.81,132.67,110.99,136.85,29.05,5.18,11.69,20.89,100.38,192.32,252.91,231.24,251.38,475.65,174.05,206.97,153.05,397.54,527.79,190.55,250.28,483.21,286.53,164.99,143.52,-153.46,-32.67,5.85,-194.51,1233.67,2488.11,1023.66,393.45,235.92,22.29,67.39,365.15,299.32,81.51,794.43,109.74,104.34,34.09,73.77,56.14,58.29,17.55,20.16,18.66,0
Sudan,33.38,23.38,20.99,19.62,26.17,30.15,42.32,18.63,30.52,14.96,12.13,16.35,74.19,63.85,327.02,360.08,542.19,347.7,407.2,719.91,1008.43,817.4,840.31,1153.85,704.27,1191.81,932.23,892.35,912.64,754.76,845.69,859.78,544.48,447.22,409.92,250.74,222.76,139.66,209.44,240,215.2,191.58,304.87,619.5,990.35,1852.03,2054,2134.63,2600.67,2379.12,2143.69,1209.85,0
Suriname,8.82,10.34,8.96,13.79,11.65,16.47,3.63,3.91,17.86,21.98,25.64,29.01,35.72,30.12,48.34,57.91,103.39,99.98,65.29,93.37,81.06,95.56,101.29,3.82,5.06,10.79,13.91,24.69,25.88,52.02,64.26,48.03,80.82,80.05,60.63,74.93,107.13,74.79,57.85,55.19,36.17,22.59,11.37,24.43,24.06,42.71,62.97,162.76,105.16,174.98,144.55,199,0
Swaziland,8.49,11.44,6.79,7.49,14.95,16.22,10.39,9.4,7.89,11.18,6.19,1.76,8.41,10.12,14,17.24,18.35,30.13,52.86,69.29,67.18,47.99,47,51.85,31.88,21.42,42.29,38.72,24.95,21.47,34.09,51.26,46.57,50.6,45.54,57.28,60.87,36.83,35.06,23.29,15.88,38.63,27.51,41.13,53.07,37.03,43.76,59.63,51.87,41.48,76.53,116.5,0
Syria,18.39,16.2,24.91,3.11,4.6,3.27,18.26,18.5,5.28,10.16,21.73,21.28,64.23,423,768.96,852.12,843.44,1086.48,1038.03,2218.71,1935.87,1798.18,1127.56,938.87,671.2,632.39,739.11,835.14,278.91,148.23,873.69,529.34,162.55,243.29,686.09,322.77,203.28,-72.62,118.77,186.1,486.84,125.22,50.75,93.67,165.37,101.65,90.55,219.99,241.7,382.71,101.94,346.94,0
Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51,81.95,82.56,68.98,103.14,93.94,163.92,126.45,124.26,164.59,167.82,153.27,264.67,274.94,253.59,222.89,306.42,422.7,446.92,363.42,0
Tanzania,10.03,41.16,47.02,31.06,46.95,38.33,31.03,38.11,40.49,39.99,52.2,70.79,77.24,109.81,171.18,331.72,286.18,363.4,463.47,636.35,703.41,736,714.46,676.19,587.48,539.74,657.96,1024.71,1007.24,914.02,1163.1,1035.18,1309.11,946.88,935.58,839.17,815.88,966.83,996.67,979.82,1091.03,1269.37,1154.88,1667.92,1681.92,1491.37,1889.01,2824.59,2393.68,2945.3,2953.54,2392.74,0
Thailand,50.98,38.84,52.69,42.13,33.15,46.69,54.04,59.01,76.35,130.34,126.1,77.87,53.1,60.22,105.86,154.94,229.47,252.47,406.22,636.52,730.57,780.33,820.44,1025.66,856.94,782.75,551.44,387.83,-37.18,737.28,1103.81,1070.77,721.76,994.98,842.94,1765.74,1791.78,3274.64,5046.95,5384.94,-1246.6,-571.54,-2892.06,-5884.63,-2480.86,1340.75,-598.91,-768.57,-922.71,73.37,202.63,74.44,0
Timor-Leste,0,1.64,0,0,0,0,0,0.32,0,0,0,0,0,0,0.01,0.25,0.45,0,0.01,0.46,0.5,0.25,0.23,0.45,0,0,0.3,0,0.02,0,0.1,0.94,0.13,0.42,0.23,0.02,0.08,0.43,1.67,781.01,649.09,194.41,231.99,313.03,162.6,185.82,209.83,279.21,278.49,218.23,297.33,271.82,0
Togo,0.11,2.93,4.35,6.65,14.94,13.36,12.13,14.12,19.21,17.55,17.01,20.42,23.53,25.96,40.63,41.61,48.72,68.05,133.55,167.33,188.63,75.15,109.83,142.3,146.44,110.71,156.41,113.44,202.96,188.89,252.83,194.04,222.1,91.43,121.75,185.34,148.16,130.94,132.2,71.37,74.02,46.01,51.25,48.45,74.07,79.67,68.33,113.49,282.01,640.17,305.99,523.8,0
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.44,0.88,0.21,1.2,1.17,0.96,1.77,1.9,1.42,1.93,1.81,1.84,1.73,1.99,1.82,3.72,4.56,4.78,4.44,4.27,2.87,3,3.73,4.88,4.41,3.58,4.66,3.52,3.88,4.78,6.42,8.44,15.98,10.93,12.89,21.43,9.82,14.6,20.04,0
Tonga,0.01,0.02,0.07,0.05,0.06,0.5,0.61,1.32,1.58,0.59,1.35,0.71,1.17,1.34,3,3.27,4.43,6.67,9.47,23.79,16.38,18.03,17.36,17.91,15.63,13.36,14.9,21.19,18.67,24.33,29.57,19.66,24.11,31.23,35.16,38.84,32,27.52,24.68,21.19,18.85,20.32,22.71,27.85,28.16,32.38,21.11,23.02,32.74,39.65,70.78,94.51,0
Trinidad & Tobago,0,0.08,2.65,18.52,17.03,19.34,10.25,1.65,12.42,8,5.87,10.82,9.59,9.34,17.39,10.66,7.38,9.27,5.29,80.33,136.16,46.99,2.68,-14.16,42.54,-8.77,76.58,48.75,9.57,66.25,80.82,20.93,61.54,78.03,94.66,95.1,76.18,68.04,205.13,-20.06,-21.64,-0.29,-53.91,4.45,-135.21,-34.28,44.27,-2.78,-36.01,-44.12,-38.04,0,0
Tunisia,51.73,93.82,69.98,84.86,73.27,92.02,85.68,99.24,74.08,117.36,125.99,121.33,136.44,178.08,218.68,254.18,288.22,328.79,324.49,257.97,342.52,457.99,377.52,294.81,365.92,212.35,308.76,324.94,407.21,498.3,651.08,764.19,506.66,660.77,332.45,928.14,252.03,233.91,105.15,423.91,205.69,679.17,388.17,420.6,526.77,288.58,102.91,536.43,209.83,763.96,834.31,1422.51,0
Turkey,134.51,185.18,225.89,219.67,157.98,185.21,201.9,201.66,181.7,229.52,224.52,265.53,273.87,237.64,194.56,281.42,340.01,288.71,548.29,1220.95,1614.72,1618.41,1388.75,876.8,874.24,793.16,840.41,1064.61,691.36,-84.88,1393.88,1518.4,109.28,224.65,-436.94,-329.22,136.69,-9.59,44.69,-177.23,1082.39,1236.24,1165.93,523.75,2137.92,-11.11,2409.97,4118.51,3758.34,2785.45,3427.64,2931.26,0
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.59,138.69,43.71,35.84,53.6,57.98,78.98,186.4,196.86,132.77,75.19,23.21,28.37,26.71,-94.54,-57.31,-60.83,-45.61,-22.16,302.47,0
Turks & Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,3.25,3.76,3.45,2.78,2.32,3.39,7.07,10.32,6.74,7.91,5.8,8.89,1.66,7.89,8.82,11.64,17.65,14.9,11.04,15.75,5.67,3.16,4.52,6.35,7.51,7.27,7.93,5.28,2.54,4.54,5.83,-0.6,31.92,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2.94,2.38,2.85,4.1,4.91,5.35,6.23,4.21,5.47,3.33,4.3,25.68,13.97,6.92,5.06,5.01,8.06,4.25,7.37,7.85,10.34,10.13,5.19,6.78,4.03,9.51,11.71,6.24,8,9.2,15.34,11.74,16.58,17.47,13.33,42.66,0
Uganda,20.36,24.79,30.27,21.39,22.99,21.62,24.23,21.3,22.52,26.98,32.31,31.23,42.27,27.16,18.27,58.98,31.85,19.07,46.17,56.75,115.14,140.5,173.43,152.62,177.05,231.6,197.7,319.24,396.38,536.38,665.23,646.83,711.13,589.4,741.51,817.49,681.44,732.15,656.26,597.13,809.72,804.42,693.56,995.13,1210.41,1189.33,1580.82,1749.15,1763.49,1887.38,1810.08,1621.63,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.2,769.02,629.55,2189.83,1653.02,787.94,1037.01,0
United Arab Emirates,0.41,0.54,0.43,0.39,0.58,0.02,1.3,1.57,1.18,0.87,5.29,14.7,1.68,0.76,0.59,7.58,6.04,39.66,12.46,11.83,8.88,5.44,12.5,5.33,2.61,11.25,39.96,122.44,-12.84,-5.93,3.8,-7.56,-317.73,-68.93,0.33,-77.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,17.53,-1.37,1.45,11.97,4.72,-1.38,10.43,8.69,51.16,18.45,12.63,16.69,53.62,24.63,26.24,14.96,30.14,14.29,7.53,17.64,21.29,10.91,47.36,33.29,72.71,34.49,64.89,96.78,109.19,116.45,86.63,195.36,202.45,236.67,160.61,52.64,83.29,160.47,201.38,305.58,198.67,158.2,647.5,348.57,52.02,62.53,-547.92,102.6,300.93,734.27,-431.02,201.32,0
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,135.22,10.57,287.16,159.01,177.8,267.47,352.93,324.21,376.47,208.18,238.61,305.74,187.83,79.55,171.65,204.61,156.45,279.4,106.33,0
Vanuatu,0.15,0.28,0.41,0.51,0.65,0.58,2.17,2.01,2.33,3.22,3.23,4.8,6.16,7.44,16.13,12.48,31.54,14.45,18.68,38.12,43.98,30.48,26.82,27.77,25.4,22.66,-11.54,52.23,40.09,40.25,54.13,54.36,40.16,34.94,40.76,45.12,36.24,26.89,40.05,35.85,45.15,30.62,26.94,32.16,39.41,40.26,50.12,58.16,102.28,105.02,110.36,93.34,0
Venezuela,-4.46,-5.88,71.19,61.02,-26.8,32.4,84.39,75.02,71.74,63.17,42.84,15.7,26.13,28.9,16.19,44.04,-30.76,-42.28,-0.48,-0.18,17.45,36.16,14.75,-12.45,-47.99,-65.79,-26.73,26.62,163.91,426.36,1299.53,1016.06,922.2,443.16,324.39,130.24,-299.01,-213.21,490.81,-69.26,50.6,-8.51,-107.43,-309.96,-495.97,-469.12,-386.09,1445.2,123.72,194.86,309.89,837.74,0
Vietnam,191.75,167.11,176.03,226.67,244.49,315.65,512.88,451.63,449.6,464.36,435.81,464.18,576.95,477.49,705.94,389.83,234.57,296.4,416.94,401.6,275.48,272.61,247.89,150.1,152.7,153.91,191.88,128.68,164.46,135.68,180.56,229.79,593.15,313.22,1036.4,1050.4,1109.96,1285.26,1376.73,1448.45,1553.91,1384.25,1289.06,2093.3,1860.46,2036.72,1896.78,2547.39,2980.88,4890.87,4494.45,4521.81,0
Virgin Islands (UK),0.08,0.42,0.39,0.16,0.2,0,0.42,16.15,0,0,0,0,0,0,1.68,2.42,2.59,2.05,1.35,1.72,4.65,3.84,3.8,3.09,2.04,2.04,1.43,3.32,5.61,11.65,9.44,8.98,10.88,3.4,12,2.58,-0.53,-0.85,-0.09,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallis & Futuna,0,0,0,0,0,0,0,0,0.62,0,0.22,0.18,0.21,0.33,4.83,2.24,4.99,3.65,2.46,7.7,8.3,8.6,7.3,1.62,1.6,0.97,0.1,1.24,1.11,0.05,3.92,7.52,5.07,0.01,0.06,0.51,1.49,0.2,46.67,50.54,53.3,49.51,52.33,53.44,69.83,69.01,100.59,115.37,130.16,116.13,126,128.86,0
West Bank & Gaza Strip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.74,471.98,514.11,552.41,613.98,616.42,598.72,729.8,996.92,940.97,1028.67,1159.96,1015.19,1360.53,1716.99,2470.28,2832.04,2525.08,2425.97,0
Yemen,14.69,14.88,18.08,21.58,23.33,31.54,38.6,25.15,6.29,4.76,16.86,32.45,51.04,64.78,181.7,266.38,480.76,466.21,459.69,363.26,583.41,513.46,612.84,446.53,555.17,436.78,345.64,488.14,301.1,371.09,452.62,292.18,262.02,330.82,172.71,169.67,229.08,357.3,397.9,458.98,318.92,366.91,216.12,241.6,266.33,295.34,285.38,261.51,726.07,673.88,547.31,476.47,0
Zambia,0.92,0.21,5.18,2.78,18.29,9.66,30.97,66.77,46.63,25.8,14.64,27.9,60,86.57,110.71,151.02,167.04,157.53,244.18,305.73,309.01,280.85,403.7,243.24,411.39,472.96,647.48,430.55,521.54,402.51,540.79,681.14,1020.3,826.42,637.11,1963.61,552.37,537.51,344.39,576.8,674.52,564.83,750.29,661.24,1169.84,1067.79,919.16,1126.04,1217.36,1179.65,817.64,1057.35,0
Zimbabwe,0,-1.29,-1.4,7.66,0.67,2.12,-2.2,-3.91,2.1,-4.06,-3.36,-3,-3.82,-3.52,-2.95,-0.67,1.97,3.19,6.33,9.45,156.01,219.19,259.61,262.04,344.32,282.54,249.17,323.14,306.93,302.36,442.98,535.01,988.83,697.56,543.41,451.29,365.97,334.51,290.61,183.21,142.42,132.67,176.52,169.72,166.83,360.98,267.49,436.12,606.64,736.75,731.8,719.31,0
